Year,City,Month,Crime,Frequency
2014,Etah,October,Kidnapping,26
2014,Etah,October,Murder,22
2014,Etah,October,Rape,57
2014,Etah,October,Theft,34
2014,Etah,November,Burglary,45
2014,Etah,November,Kidnapping,28
2014,Etah,November,Murder,51
2014,Etah,November,Rape,43
2014,Etah,November,Theft,29
2014,Etah,December,Burglary,59
2014,Etah,December,Kidnapping,51
2014,Etah,December,Murder,45
2014,Etah,December,Rape,44
2014,Etah,December,Theft,32
2014,Etawah,January,Burglary,33
2014,Etawah,January,Kidnapping,40
2014,Etawah,January,Murder,49
2014,Etawah,January,Rape,29
2014,Etawah,January,Theft,25
2014,Etawah,February,Burglary,50
2014,Etawah,February,Kidnapping,50
2014,Etawah,February,Murder,55
2014,Etawah,February,Rape,38
2014,Etawah,February,Theft,22
2014,Etawah,March,Burglary,60
2014,Etawah,March,Kidnapping,30
2014,Etawah,March,Murder,27
2014,Etawah,March,Rape,22
2014,Etawah,March,Theft,50
2014,Etawah,April,Burglary,46
2014,Etawah,April,Kidnapping,58
2014,Etawah,April,Murder,58
2014,Etawah,April,Rape,36
2014,Etawah,April,Theft,41
2014,Etawah,May,Burglary,35
2014,Etawah,May,Kidnapping,27
2014,Etawah,May,Murder,32
2014,Etawah,May,Rape,30
2014,Etawah,May,Theft,54
2014,Etawah,June,Burglary,41
2014,Etawah,June,Kidnapping,41
2014,Etawah,June,Murder,38
2014,Etawah,June,Rape,28
2014,Etawah,June,Theft,26
2014,Etawah,July,Burglary,49
2014,Etawah,July,Kidnapping,30
2014,Etawah,July,Murder,46
2014,Etawah,July,Rape,25
2014,Etawah,July,Theft,35
2014,Etawah,August,Burglary,33
2014,Etawah,August,Kidnapping,21
2014,Etawah,August,Murder,29
2014,Etawah,August,Rape,56
2014,Etawah,August,Theft,51
2014,Etawah,September,Burglary,39
2014,Etawah,September,Kidnapping,43
2014,Etawah,September,Murder,54
2014,Etawah,September,Rape,22
2014,Etawah,September,Theft,45
2014,Etawah,October,Burglary,37
2014,Etawah,October,Kidnapping,57
2014,Etawah,October,Murder,56
2014,Etawah,October,Rape,49
2014,Etawah,October,Theft,38
2014,Etawah,November,Burglary,27
2014,Etawah,November,Kidnapping,37
2014,Etawah,November,Murder,30
2014,Etawah,November,Rape,58
2014,Etawah,November,Theft,24
2014,Etawah,December,Burglary,20
2014,Etawah,December,Kidnapping,24
2014,Etawah,December,Murder,29
2014,Etawah,December,Rape,27
2014,Etawah,December,Theft,53
2014,Faizabad,January,Burglary,57
2014,Faizabad,January,Kidnapping,30
2014,Faizabad,January,Murder,25
2014,Faizabad,January,Rape,56
2014,Faizabad,January,Theft,22
2014,Faizabad,February,Burglary,40
2014,Faizabad,February,Kidnapping,23
2014,Faizabad,February,Murder,22
2014,Faizabad,February,Rape,48
2014,Faizabad,February,Theft,58
2014,Faizabad,March,Burglary,26
2014,Faizabad,March,Kidnapping,58
2014,Faizabad,March,Murder,20
2014,Faizabad,March,Rape,55
2014,Faizabad,March,Theft,28
2014,Faizabad,April,Burglary,56
2014,Faizabad,April,Kidnapping,56
2014,Faizabad,April,Murder,54
2014,Faizabad,April,Rape,32
2014,Faizabad,April,Theft,43
2014,Faizabad,May,Burglary,46
2014,Faizabad,May,Kidnapping,46
2014,Faizabad,May,Murder,33
2014,Faizabad,May,Rape,54
2014,Faizabad,May,Theft,24
2014,Faizabad,June,Burglary,42
2014,Faizabad,June,Kidnapping,43
2014,Faizabad,June,Murder,49
2014,Faizabad,June,Rape,43
2014,Faizabad,June,Theft,25
2014,Faizabad,July,Burglary,53
2014,Faizabad,July,Kidnapping,50
2014,Faizabad,July,Murder,34
2014,Faizabad,July,Rape,35
2014,Faizabad,July,Theft,53
2014,Faizabad,August,Burglary,51
2014,Faizabad,August,Kidnapping,20
2014,Faizabad,August,Murder,60
2014,Faizabad,August,Rape,45
2014,Faizabad,August,Theft,58
2014,Faizabad,September,Burglary,51
2014,Faizabad,September,Kidnapping,47
2014,Faizabad,September,Murder,48
2014,Faizabad,September,Rape,44
2014,Faizabad,September,Theft,45
2014,Faizabad,October,Burglary,38
2014,Faizabad,October,Kidnapping,53
2014,Faizabad,October,Murder,22
2014,Faizabad,October,Rape,41
2014,Faizabad,October,Theft,35
2014,Faizabad,November,Burglary,27
2014,Faizabad,November,Kidnapping,25
2014,Faizabad,November,Murder,44
2014,Faizabad,November,Rape,28
2014,Faizabad,November,Theft,20
2014,Faizabad,December,Burglary,52
2014,Faizabad,December,Kidnapping,46
2014,Faizabad,December,Murder,47
2014,Faizabad,December,Rape,43
2014,Faizabad,December,Theft,39
2014,Faridpur,January,Burglary,34
2014,Faridpur,January,Kidnapping,50
2014,Faridpur,January,Murder,35
2014,Faridpur,January,Rape,27
2014,Faridpur,January,Theft,22
2014,Faridpur,February,Burglary,60
2014,Faridpur,February,Kidnapping,54
2014,Faridpur,February,Murder,38
2014,Faridpur,February,Rape,51
2014,Faridpur,February,Theft,46
2014,Faridpur,March,Burglary,51
2014,Faridpur,March,Kidnapping,22
2014,Faridpur,March,Murder,37
2014,Faridpur,March,Rape,39
2014,Faridpur,March,Theft,29
2014,Faridpur,April,Burglary,39
2014,Faridpur,April,Kidnapping,47
2014,Faridpur,April,Murder,27
2014,Faridpur,April,Rape,50
2014,Faridpur,April,Theft,33
2014,Faridpur,May,Burglary,26
2014,Faridpur,May,Kidnapping,55
2014,Faridpur,May,Murder,26
2014,Faridpur,May,Rape,51
2014,Faridpur,May,Theft,57
2014,Faridpur,June,Burglary,51
2014,Faridpur,June,Kidnapping,49
2014,Faridpur,June,Murder,25
2014,Faridpur,June,Rape,59
2014,Faridpur,June,Theft,49
2014,Faridpur,July,Burglary,22
2014,Faridpur,July,Kidnapping,44
2014,Faridpur,July,Murder,21
2014,Faridpur,July,Rape,22
2014,Faridpur,July,Theft,41
2014,Faridpur,August,Burglary,54
2014,Faridpur,August,Kidnapping,25
2014,Faridpur,August,Murder,25
2014,Faridpur,August,Rape,40
2014,Faridpur,August,Theft,26
2014,Faridpur,September,Burglary,60
2014,Faridpur,September,Kidnapping,26
2014,Faridpur,September,Murder,39
2014,Faridpur,September,Rape,22
2014,Faridpur,September,Theft,31
2014,Faridpur,October,Burglary,54
2014,Faridpur,October,Kidnapping,42
2014,Faridpur,October,Murder,32
2014,Faridpur,October,Rape,54
2014,Faridpur,October,Theft,52
2014,Faridpur,November,Burglary,48
2014,Faridpur,November,Kidnapping,55
2014,Faridpur,November,Murder,22
2014,Faridpur,November,Rape,59
2014,Faridpur,November,Theft,55
2014,Faridpur,December,Burglary,56
2014,Faridpur,December,Kidnapping,39
2014,Faridpur,December,Murder,25
2014,Faridpur,December,Rape,36
2014,Faridpur,December,Theft,51
2014,Farrukhabad,January,Burglary,54
2014,Farrukhabad,January,Kidnapping,29
2014,Farrukhabad,January,Murder,41
2014,Farrukhabad,January,Rape,50
2014,Farrukhabad,January,Theft,27
2014,Farrukhabad,February,Burglary,51
2014,Farrukhabad,February,Kidnapping,35
2014,Farrukhabad,February,Murder,28
2014,Farrukhabad,February,Rape,50
2014,Farrukhabad,February,Theft,21
2014,Farrukhabad,March,Burglary,34
2014,Farrukhabad,March,Kidnapping,51
2014,Farrukhabad,March,Murder,60
2014,Farrukhabad,March,Rape,38
2014,Farrukhabad,March,Theft,51
2014,Farrukhabad,April,Burglary,26
2014,Farrukhabad,April,Kidnapping,26
2014,Farrukhabad,April,Murder,58
2014,Farrukhabad,April,Rape,25
2014,Farrukhabad,April,Theft,60
2014,Farrukhabad,May,Burglary,22
2014,Farrukhabad,May,Kidnapping,30
2014,Farrukhabad,May,Murder,47
2014,Farrukhabad,May,Rape,23
2014,Farrukhabad,May,Theft,38
2014,Farrukhabad,June,Burglary,39
2014,Farrukhabad,June,Kidnapping,30
2014,Farrukhabad,June,Murder,25
2014,Farrukhabad,June,Rape,48
2014,Farrukhabad,June,Theft,51
2014,Farrukhabad,July,Burglary,39
2014,Farrukhabad,July,Kidnapping,37
2014,Farrukhabad,July,Murder,45
2014,Farrukhabad,July,Rape,43
2014,Farrukhabad,July,Theft,35
2014,Farrukhabad,August,Burglary,59
2014,Farrukhabad,August,Kidnapping,32
2014,Farrukhabad,August,Murder,23
2014,Farrukhabad,August,Rape,32
2014,Farrukhabad,August,Theft,35
2014,Farrukhabad,September,Burglary,54
2014,Farrukhabad,September,Kidnapping,20
2014,Farrukhabad,September,Murder,24
2014,Farrukhabad,September,Rape,60
2014,Farrukhabad,September,Theft,53
2014,Farrukhabad,October,Burglary,30
2014,Farrukhabad,October,Kidnapping,55
2014,Farrukhabad,October,Murder,42
2014,Farrukhabad,October,Rape,52
2014,Farrukhabad,October,Theft,29
2014,Farrukhabad,November,Burglary,36
2014,Farrukhabad,November,Kidnapping,41
2014,Farrukhabad,November,Murder,38
2014,Farrukhabad,November,Rape,53
2014,Farrukhabad,November,Theft,46
2014,Farrukhabad,December,Burglary,50
2014,Farrukhabad,December,Kidnapping,31
2014,Farrukhabad,December,Murder,58
2014,Farrukhabad,December,Rape,34
2014,Farrukhabad,December,Theft,55
2014,Fatehpur,January,Burglary,60
2014,Fatehpur,January,Kidnapping,55
2014,Fatehpur,January,Murder,41
2014,Fatehpur,January,Rape,58
2014,Fatehpur,January,Theft,48
2014,Fatehpur,February,Burglary,36
2014,Fatehpur,February,Kidnapping,42
2014,Fatehpur,February,Murder,55
2014,Fatehpur,February,Rape,52
2014,Fatehpur,February,Theft,20
2014,Fatehpur,March,Burglary,38
2014,Fatehpur,March,Kidnapping,22
2014,Fatehpur,March,Murder,33
2014,Fatehpur,March,Rape,42
2014,Fatehpur,March,Theft,46
2014,Fatehpur,April,Burglary,31
2014,Fatehpur,April,Kidnapping,37
2014,Fatehpur,April,Murder,31
2014,Fatehpur,April,Rape,52
2014,Fatehpur,April,Theft,54
2014,Fatehpur,May,Burglary,41
2014,Fatehpur,May,Kidnapping,39
2014,Fatehpur,May,Murder,48
2014,Fatehpur,May,Rape,51
2014,Fatehpur,May,Theft,50
2014,Fatehpur,June,Burglary,43
2014,Fatehpur,June,Kidnapping,45
2014,Fatehpur,June,Murder,53
2014,Fatehpur,June,Rape,34
2014,Fatehpur,June,Theft,26
2014,Fatehpur,July,Burglary,24
2014,Fatehpur,July,Kidnapping,54
2014,Fatehpur,July,Murder,48
2014,Fatehpur,July,Rape,20
2014,Fatehpur,July,Theft,60
2014,Fatehpur,August,Burglary,53
2014,Fatehpur,August,Kidnapping,51
2014,Fatehpur,August,Murder,34
2014,Fatehpur,August,Rape,43
2014,Fatehpur,August,Theft,42
2014,Fatehpur,September,Burglary,48
2014,Fatehpur,September,Kidnapping,20
2014,Fatehpur,September,Murder,41
2014,Fatehpur,September,Rape,59
2014,Fatehpur,September,Theft,55
2014,Fatehpur,October,Burglary,52
2014,Fatehpur,October,Kidnapping,35
2014,Fatehpur,October,Murder,32
2014,Fatehpur,October,Rape,39
2014,Fatehpur,October,Theft,50
2014,Fatehpur,November,Burglary,50
2014,Fatehpur,November,Kidnapping,53
2014,Fatehpur,November,Murder,37
2014,Fatehpur,November,Rape,42
2014,Fatehpur,November,Theft,30
2014,Fatehpur,December,Burglary,60
2014,Fatehpur,December,Kidnapping,44
2014,Fatehpur,December,Murder,20
2014,Fatehpur,December,Rape,44
2014,Fatehpur,December,Theft,28
2014,Firozabad,January,Burglary,50
2014,Firozabad,January,Kidnapping,27
2014,Firozabad,January,Murder,59
2014,Firozabad,January,Rape,28
2014,Firozabad,January,Theft,29
2014,Firozabad,February,Burglary,21
2014,Firozabad,February,Kidnapping,47
2014,Firozabad,February,Murder,46
2014,Firozabad,February,Rape,30
2014,Firozabad,February,Theft,42
2014,Firozabad,March,Burglary,59
2014,Firozabad,March,Kidnapping,44
2014,Firozabad,March,Murder,56
2014,Firozabad,March,Rape,25
2014,Firozabad,March,Theft,30
2014,Firozabad,April,Burglary,50
2014,Firozabad,April,Kidnapping,55
2014,Firozabad,April,Murder,54
2014,Firozabad,April,Rape,59
2014,Firozabad,April,Theft,49
2014,Firozabad,May,Burglary,55
2014,Firozabad,May,Kidnapping,29
2014,Firozabad,May,Murder,41
2014,Firozabad,May,Rape,52
2014,Firozabad,May,Theft,28
2014,Firozabad,June,Burglary,56
2014,Firozabad,June,Kidnapping,38
2014,Firozabad,June,Murder,44
2014,Firozabad,June,Rape,28
2014,Firozabad,June,Theft,45
2014,Firozabad,July,Burglary,39
2014,Firozabad,July,Kidnapping,21
2014,Firozabad,July,Murder,28
2014,Firozabad,July,Rape,36
2014,Firozabad,July,Theft,56
2014,Firozabad,August,Burglary,49
2014,Firozabad,August,Kidnapping,22
2014,Firozabad,August,Murder,44
2014,Firozabad,August,Rape,44
2014,Firozabad,August,Theft,35
2014,Firozabad,September,Burglary,30
2014,Firozabad,September,Kidnapping,33
2014,Firozabad,September,Murder,33
2014,Firozabad,September,Rape,43
2014,Firozabad,September,Theft,59
2014,Firozabad,October,Burglary,40
2014,Firozabad,October,Kidnapping,28
2014,Firozabad,October,Murder,49
2014,Firozabad,October,Rape,52
2014,Firozabad,October,Theft,59
2014,Firozabad,November,Burglary,27
2014,Firozabad,November,Kidnapping,60
2014,Firozabad,November,Murder,32
2014,Firozabad,November,Rape,52
2014,Firozabad,November,Theft,38
2014,Firozabad,December,Burglary,47
2014,Firozabad,December,Kidnapping,51
2014,Firozabad,December,Murder,57
2014,Firozabad,December,Rape,47
2014,Firozabad,December,Theft,46
2014,Gajraula,January,Burglary,33
2014,Gajraula,January,Kidnapping,39
2014,Gajraula,January,Murder,34
2014,Gajraula,January,Rape,22
2014,Gajraula,January,Theft,57
2014,Gajraula,February,Burglary,48
2014,Gajraula,February,Kidnapping,36
2014,Gajraula,February,Murder,51
2014,Gajraula,February,Rape,36
2014,Gajraula,February,Theft,38
2014,Gajraula,March,Burglary,28
2014,Gajraula,March,Kidnapping,34
2014,Gajraula,March,Murder,58
2014,Gajraula,March,Rape,58
2014,Gajraula,March,Theft,55
2014,Gajraula,April,Burglary,42
2014,Gajraula,April,Kidnapping,22
2014,Gajraula,April,Murder,24
2014,Gajraula,April,Rape,59
2014,Gajraula,April,Theft,20
2014,Gajraula,May,Burglary,40
2014,Gajraula,May,Kidnapping,32
2014,Gajraula,May,Murder,36
2014,Gajraula,May,Rape,52
2014,Gajraula,May,Theft,45
2014,Gajraula,June,Burglary,58
2014,Gajraula,June,Kidnapping,57
2014,Gajraula,June,Murder,54
2014,Gajraula,June,Rape,43
2014,Gajraula,June,Theft,21
2014,Gajraula,July,Burglary,48
2014,Gajraula,July,Kidnapping,36
2014,Gajraula,July,Murder,44
2014,Gajraula,July,Rape,41
2014,Gajraula,July,Theft,60
2014,Gajraula,August,Burglary,40
2014,Gajraula,August,Kidnapping,52
2014,Gajraula,August,Murder,20
2014,Gajraula,August,Rape,41
2014,Gajraula,August,Theft,32
2014,Gajraula,September,Burglary,37
2014,Gajraula,September,Kidnapping,45
2014,Gajraula,September,Murder,33
2014,Gajraula,September,Rape,51
2014,Gajraula,September,Theft,32
2014,Gajraula,October,Burglary,34
2014,Gajraula,October,Kidnapping,39
2014,Gajraula,October,Murder,40
2014,Gajraula,October,Rape,51
2014,Gajraula,October,Theft,34
2014,Gajraula,November,Burglary,39
2014,Gajraula,November,Kidnapping,43
2014,Gajraula,November,Murder,42
2014,Gajraula,November,Rape,57
2014,Gajraula,November,Theft,36
2014,Gajraula,December,Burglary,27
2014,Gajraula,December,Kidnapping,31
2014,Gajraula,December,Murder,40
2014,Gajraula,December,Rape,54
2014,Gajraula,December,Theft,43
2014,Ganga Ghat,January,Burglary,26
2014,Ganga Ghat,January,Kidnapping,32
2014,Ganga Ghat,January,Murder,23
2014,Ganga Ghat,January,Rape,21
2014,Ganga Ghat,January,Theft,43
2014,Ganga Ghat,February,Burglary,59
2014,Ganga Ghat,February,Kidnapping,49
2014,Ganga Ghat,February,Murder,55
2014,Ganga Ghat,February,Rape,40
2014,Ganga Ghat,February,Theft,54
2014,Ganga Ghat,March,Burglary,42
2014,Ganga Ghat,March,Kidnapping,55
2014,Ganga Ghat,March,Murder,23
2014,Ganga Ghat,March,Rape,57
2014,Ganga Ghat,March,Theft,41
2014,Ganga Ghat,April,Burglary,32
2014,Ganga Ghat,April,Kidnapping,49
2014,Ganga Ghat,April,Murder,23
2014,Ganga Ghat,April,Rape,49
2014,Ganga Ghat,April,Theft,29
2014,Ganga Ghat,May,Burglary,45
2014,Ganga Ghat,May,Kidnapping,58
2014,Ganga Ghat,May,Murder,34
2014,Ganga Ghat,May,Rape,33
2014,Ganga Ghat,May,Theft,56
2014,Ganga Ghat,June,Burglary,36
2014,Ganga Ghat,June,Kidnapping,56
2014,Ganga Ghat,June,Murder,38
2014,Ganga Ghat,June,Rape,48
2014,Ganga Ghat,June,Theft,37
2014,Ganga Ghat,July,Burglary,23
2014,Ganga Ghat,July,Kidnapping,39
2014,Ganga Ghat,July,Murder,20
2014,Ganga Ghat,July,Rape,60
2014,Ganga Ghat,July,Theft,44
2014,Ganga Ghat,August,Burglary,32
2014,Ganga Ghat,August,Kidnapping,58
2014,Ganga Ghat,August,Murder,29
2014,Ganga Ghat,August,Rape,54
2014,Ganga Ghat,August,Theft,36
2014,Ganga Ghat,September,Burglary,27
2014,Ganga Ghat,September,Kidnapping,31
2014,Ganga Ghat,September,Murder,46
2014,Ganga Ghat,September,Rape,43
2014,Ganga Ghat,September,Theft,23
2014,Ganga Ghat,October,Burglary,25
2014,Ganga Ghat,October,Kidnapping,32
2014,Ganga Ghat,October,Murder,23
2014,Ganga Ghat,October,Rape,32
2014,Ganga Ghat,October,Theft,22
2014,Ganga Ghat,November,Burglary,23
2014,Ganga Ghat,November,Kidnapping,30
2014,Ganga Ghat,November,Murder,32
2014,Ganga Ghat,November,Rape,32
2014,Ganga Ghat,November,Theft,36
2014,Ganga Ghat,December,Burglary,50
2014,Ganga Ghat,December,Kidnapping,30
2014,Ganga Ghat,December,Murder,44
2014,Ganga Ghat,December,Rape,26
2014,Ganga Ghat,December,Theft,49
2014,Gangoh,January,Burglary,55
2014,Gangoh,January,Kidnapping,35
2014,Gangoh,January,Murder,38
2014,Gangoh,January,Rape,26
2014,Gangoh,January,Theft,21
2014,Gangoh,February,Burglary,39
2014,Gangoh,February,Kidnapping,30
2014,Gangoh,February,Murder,33
2014,Gangoh,February,Rape,34
2014,Gangoh,February,Theft,33
2014,Gangoh,March,Burglary,31
2014,Gangoh,March,Kidnapping,39
2014,Gangoh,March,Murder,47
2014,Gangoh,March,Rape,34
2014,Gangoh,March,Theft,20
2014,Gangoh,April,Burglary,48
2014,Gangoh,April,Kidnapping,36
2014,Gangoh,April,Murder,43
2014,Gangoh,April,Rape,57
2014,Gangoh,April,Theft,58
2014,Gangoh,May,Burglary,49
2014,Gangoh,May,Kidnapping,38
2014,Gangoh,May,Murder,49
2014,Gangoh,May,Rape,49
2014,Gangoh,May,Theft,28
2014,Gangoh,June,Burglary,47
2014,Gangoh,June,Kidnapping,32
2014,Gangoh,June,Murder,33
2014,Gangoh,June,Rape,54
2014,Gangoh,June,Theft,60
2014,Gangoh,July,Burglary,31
2014,Gangoh,July,Kidnapping,30
2014,Gangoh,July,Murder,38
2014,Gangoh,July,Rape,46
2014,Gangoh,July,Theft,36
2014,Gangoh,August,Burglary,29
2014,Gangoh,August,Kidnapping,39
2014,Gangoh,August,Murder,34
2014,Gangoh,August,Rape,56
2014,Gangoh,August,Theft,20
2014,Gangoh,September,Burglary,56
2014,Gangoh,September,Kidnapping,60
2014,Gangoh,September,Murder,45
2014,Gangoh,September,Rape,31
2014,Gangoh,September,Theft,34
2014,Gangoh,October,Burglary,43
2014,Gangoh,October,Kidnapping,24
2014,Gangoh,October,Murder,30
2014,Gangoh,October,Rape,41
2014,Gangoh,October,Theft,37
2014,Gangoh,November,Burglary,34
2014,Gangoh,November,Kidnapping,33
2014,Gangoh,November,Murder,54
2014,Gangoh,November,Rape,30
2014,Gangoh,November,Theft,57
2014,Gangoh,December,Burglary,57
2014,Gangoh,December,Kidnapping,37
2014,Gangoh,December,Murder,43
2014,Gangoh,December,Rape,60
2014,Gangoh,December,Theft,21
2014,Ghaziabad,January,Burglary,54
2014,Ghaziabad,January,Kidnapping,49
2014,Ghaziabad,January,Murder,25
2014,Ghaziabad,January,Rape,48
2014,Ghaziabad,January,Theft,34
2014,Ghaziabad,February,Burglary,39
2014,Ghaziabad,February,Kidnapping,28
2014,Ghaziabad,February,Murder,36
2014,Ghaziabad,February,Rape,21
2014,Ghaziabad,February,Theft,23
2014,Ghaziabad,March,Burglary,38
2014,Ghaziabad,March,Kidnapping,22
2014,Ghaziabad,March,Murder,37
2014,Ghaziabad,March,Rape,47
2014,Ghaziabad,March,Theft,37
2014,Ghaziabad,April,Burglary,55
2014,Ghaziabad,April,Kidnapping,21
2014,Ghaziabad,April,Murder,37
2014,Ghaziabad,April,Rape,57
2014,Ghaziabad,April,Theft,45
2014,Ghaziabad,May,Burglary,47
2014,Ghaziabad,May,Kidnapping,54
2014,Ghaziabad,May,Murder,34
2014,Ghaziabad,May,Rape,30
2014,Ghaziabad,May,Theft,54
2014,Ghaziabad,June,Burglary,31
2014,Ghaziabad,June,Kidnapping,22
2014,Ghaziabad,June,Murder,20
2014,Ghaziabad,June,Rape,24
2014,Ghaziabad,June,Theft,51
2014,Ghaziabad,July,Burglary,39
2014,Ghaziabad,July,Kidnapping,46
2014,Ghaziabad,July,Murder,25
2014,Ghaziabad,July,Rape,47
2014,Ghaziabad,July,Theft,30
2014,Ghaziabad,August,Burglary,57
2014,Ghaziabad,August,Kidnapping,43
2014,Ghaziabad,August,Murder,32
2014,Ghaziabad,August,Rape,59
2014,Ghaziabad,August,Theft,60
2014,Ghaziabad,September,Burglary,23
2014,Ghaziabad,September,Kidnapping,44
2014,Ghaziabad,September,Murder,56
2014,Ghaziabad,September,Rape,24
2014,Ghaziabad,September,Theft,29
2014,Ghaziabad,October,Burglary,25
2014,Ghaziabad,October,Kidnapping,51
2014,Ghaziabad,October,Murder,49
2014,Ghaziabad,October,Rape,53
2014,Ghaziabad,October,Theft,39
2014,Ghaziabad,November,Burglary,20
2014,Ghaziabad,November,Kidnapping,45
2014,Ghaziabad,November,Murder,29
2014,Ghaziabad,November,Rape,56
2014,Ghaziabad,November,Theft,26
2014,Ghaziabad,December,Burglary,32
2014,Ghaziabad,December,Kidnapping,50
2014,Ghaziabad,December,Murder,38
2014,Ghaziabad,December,Rape,31
2014,Ghaziabad,December,Theft,22
2014,Ghazipur,January,Burglary,58
2014,Ghazipur,January,Kidnapping,44
2014,Ghazipur,January,Murder,42
2014,Ghazipur,January,Rape,58
2014,Ghazipur,January,Theft,52
2014,Ghazipur,February,Burglary,50
2014,Ghazipur,February,Kidnapping,51
2014,Ghazipur,February,Murder,21
2014,Ghazipur,February,Rape,48
2014,Ghazipur,February,Theft,58
2014,Ghazipur,March,Burglary,39
2014,Ghazipur,March,Kidnapping,40
2014,Ghazipur,March,Murder,54
2014,Ghazipur,March,Rape,54
2014,Ghazipur,March,Theft,54
2014,Ghazipur,April,Burglary,39
2014,Ghazipur,April,Kidnapping,58
2014,Ghazipur,April,Murder,52
2014,Ghazipur,April,Rape,31
2014,Ghazipur,April,Theft,45
2014,Ghazipur,May,Burglary,32
2014,Ghazipur,May,Kidnapping,26
2014,Ghazipur,May,Murder,23
2014,Ghazipur,May,Rape,44
2014,Ghazipur,May,Theft,32
2014,Ghazipur,June,Burglary,48
2014,Ghazipur,June,Kidnapping,32
2014,Ghazipur,June,Murder,28
2014,Ghazipur,June,Rape,29
2014,Ghazipur,June,Theft,20
2014,Ghazipur,July,Burglary,44
2014,Ghazipur,July,Kidnapping,53
2014,Ghazipur,July,Murder,55
2014,Ghazipur,July,Rape,50
2014,Ghazipur,July,Theft,53
2014,Ghazipur,August,Burglary,31
2014,Ghazipur,August,Kidnapping,31
2014,Ghazipur,August,Murder,46
2014,Ghazipur,August,Rape,56
2014,Ghazipur,August,Theft,53
2014,Ghazipur,September,Burglary,28
2014,Ghazipur,September,Kidnapping,29
2014,Ghazipur,September,Murder,37
2014,Ghazipur,September,Rape,57
2014,Ghazipur,September,Theft,47
2014,Ghazipur,October,Burglary,38
2014,Ghazipur,October,Kidnapping,29
2014,Ghazipur,October,Murder,59
2014,Ghazipur,October,Rape,57
2014,Ghazipur,October,Theft,48
2014,Ghazipur,November,Burglary,25
2014,Ghazipur,November,Kidnapping,45
2014,Ghazipur,November,Murder,42
2014,Ghazipur,November,Rape,27
2014,Ghazipur,November,Theft,40
2014,Ghazipur,December,Burglary,29
2014,Ghazipur,December,Kidnapping,58
2014,Ghazipur,December,Murder,53
2014,Ghazipur,December,Rape,43
2014,Ghazipur,December,Theft,53
2014,Gola Gokarannath,January,Burglary,51
2014,Gola Gokarannath,January,Kidnapping,53
2014,Gola Gokarannath,January,Murder,30
2014,Gola Gokarannath,January,Rape,59
2014,Gola Gokarannath,January,Theft,50
2014,Gola Gokarannath,February,Burglary,28
2014,Gola Gokarannath,February,Kidnapping,36
2014,Gola Gokarannath,February,Murder,50
2014,Gola Gokarannath,February,Rape,58
2014,Gola Gokarannath,February,Theft,55
2014,Gola Gokarannath,March,Burglary,47
2014,Gola Gokarannath,March,Kidnapping,54
2014,Gola Gokarannath,March,Murder,55
2014,Gola Gokarannath,March,Rape,47
2014,Gola Gokarannath,March,Theft,41
2014,Gola Gokarannath,April,Burglary,54
2014,Gola Gokarannath,April,Kidnapping,44
2014,Gola Gokarannath,April,Murder,20
2014,Gola Gokarannath,April,Rape,49
2014,Gola Gokarannath,April,Theft,58
2014,Gola Gokarannath,May,Burglary,49
2014,Gola Gokarannath,May,Kidnapping,49
2014,Gola Gokarannath,May,Murder,59
2014,Gola Gokarannath,May,Rape,51
2014,Gola Gokarannath,May,Theft,35
2014,Gola Gokarannath,June,Burglary,58
2014,Gola Gokarannath,June,Kidnapping,22
2014,Gola Gokarannath,June,Murder,37
2014,Gola Gokarannath,June,Rape,40
2014,Gola Gokarannath,June,Theft,40
2014,Gola Gokarannath,July,Burglary,41
2014,Gola Gokarannath,July,Kidnapping,53
2014,Gola Gokarannath,July,Murder,23
2014,Gola Gokarannath,July,Rape,46
2014,Gola Gokarannath,July,Theft,49
2014,Gola Gokarannath,August,Burglary,27
2014,Gola Gokarannath,August,Kidnapping,46
2014,Gola Gokarannath,August,Murder,36
2014,Gola Gokarannath,August,Rape,56
2014,Gola Gokarannath,August,Theft,60
2014,Gola Gokarannath,September,Burglary,47
2014,Gola Gokarannath,September,Kidnapping,55
2014,Gola Gokarannath,September,Murder,40
2014,Gola Gokarannath,September,Rape,32
2014,Gola Gokarannath,September,Theft,56
2014,Gola Gokarannath,October,Burglary,48
2014,Gola Gokarannath,October,Kidnapping,42
2014,Gola Gokarannath,October,Murder,47
2014,Gola Gokarannath,October,Rape,46
2014,Gola Gokarannath,October,Theft,38
2014,Gola Gokarannath,November,Burglary,49
2014,Gola Gokarannath,November,Kidnapping,56
2014,Gola Gokarannath,November,Murder,26
2014,Gola Gokarannath,November,Rape,57
2014,Gola Gokarannath,November,Theft,22
2014,Gola Gokarannath,December,Burglary,27
2014,Gola Gokarannath,December,Kidnapping,28
2014,Gola Gokarannath,December,Murder,56
2014,Gola Gokarannath,December,Rape,38
2014,Gola Gokarannath,December,Theft,52
2014,Gonda,January,Burglary,35
2014,Gonda,January,Kidnapping,59
2014,Gonda,January,Murder,55
2014,Gonda,January,Rape,35
2014,Gonda,January,Theft,21
2014,Gonda,February,Burglary,55
2014,Gonda,February,Kidnapping,22
2014,Gonda,February,Murder,47
2014,Gonda,February,Rape,42
2014,Gonda,February,Theft,38
2014,Gonda,March,Burglary,22
2014,Gonda,March,Kidnapping,38
2014,Gonda,March,Murder,51
